train_dur,replicate_num,model_name,checkpoint_path,labelmap_path,spect_scaler_path,dataset_path,avg_val_acc,avg_val_acc_tfm,avg_val_levenshtein,avg_val_levenshtein_tfm,avg_val_loss,avg_val_segment_error_rate,avg_val_segment_error_rate_tfm
120.0,1,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_1/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.950814723968506,0.9498959183692932,23.367521286010746,6.427350521087647,0.1928612440824508,0.3048933546712588,0.0810579027464903
120.0,2,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_2/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9320566058158876,0.933537781238556,32.88888931274414,7.8119659423828125,0.2667311429977417,0.4634992086586501,0.1096580208369322
120.0,3,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_3/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9441229104995728,0.9457606673240662,30.401708602905277,6.213675022125244,0.2124521136283874,0.4380104434477437,0.0899238608123514
120.0,4,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_4/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9471267461776732,0.9495437741279602,27.700855255126957,6.495726585388184,0.2098140567541122,0.3600497008632394,0.0790760147988619
120.0,5,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_5/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_5/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_120.0s/replicate_5/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.962257444858551,0.9643732905387878,16.931623458862305,3.5641026496887207,0.1659539490938186,0.2202045949083837,0.0456555508543004
180.0,1,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_1/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_1/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_1/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9399357438087464,0.9438222050666808,25.572649002075195,6.367521286010742,0.2352649420499801,0.3425859481763328,0.0861932567417048
180.0,2,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_2/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_2/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_2/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.960567831993103,0.9644989967346193,21.41880416870117,3.3333332538604736,0.1365470588207245,0.3035256388254208,0.0430679410367707
180.0,3,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_3/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_3/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_3/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.950417459011078,0.9541096687316896,32.27350616455078,6.179487228393555,0.1779245138168335,0.3885840731466124,0.0716542078018183
180.0,4,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_4/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_4/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_4/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.9474313259124756,0.9522967338562012,25.384614944458008,5.111111164093018,0.2067924737930297,0.3347699842151332,0.0623448299550852
180.0,5,ED_TCN,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_5/ED_TCN/checkpoints/max-val-acc-checkpoint.pt,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_5/labelmap.json,results/BFSongRepo/all-birds/ED_TCN/results_230628_144655/train_dur_180.0s/replicate_5/StandardizeSpect,data/BFSongRepo/all-birds/all-birds-vak-frame-classification-dataset-generated-230628_144255,0.957804560661316,0.9562650322914124,19.0,5.358974456787109,0.1641153842210769,0.2488080449350926,0.0688741804059221
